input_file,SWP,delta_C,delta_L
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/155938_covariance.mat,0.148187,0.727872,0.960382
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/212217_covariance.mat,0.407042,0.681650,0.488623
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/157437_covariance.mat,0.340194,0.305963,0.896633
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/158136_covariance.mat,1.000000,0.000000,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/212015_covariance.mat,0.273227,0.351590,0.999722
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/156031_covariance.mat,0.686015,0.444042,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/157942_covariance.mat,0.651383,0.493020,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/159138_covariance.mat,0.272041,0.312868,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/213017_covariance.mat,1.000000,-0.000000,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/185341_covariance.mat,0.234929,0.506970,0.963703
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/185442_covariance.mat,0.293461,0.420162,0.909328
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/350330_covariance.mat,0.589394,0.580685,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/358144_covariance.mat,0.265276,0.320009,0.999964
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/210011_covariance.mat,0.291084,0.542391,0.845025
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/135629_covariance.mat,0.293339,0.000000,0.999369
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/135528_covariance.mat,0.208487,0.570272,0.967726
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/135124_covariance.mat,0.225976,0.528067,0.959881
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/135225_covariance.mat,0.731535,0.379667,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/180533_covariance.mat,0.091272,0.808702,0.999236
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/177645_covariance.mat,0.278142,0.747363,0.695440
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/153126_covariance.mat,0.187412,0.637093,0.957956
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/178849_covariance.mat,0.295844,0.000000,0.995827
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/178142_covariance.mat,0.245038,0.723974,0.785297
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/177241_covariance.mat,0.260334,0.328235,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/180432_covariance.mat,0.327735,0.372059,0.908502
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/480141_covariance.mat,0.235087,0.427436,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/321323_covariance.mat,0.262614,0.705303,0.768821
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/316633_covariance.mat,0.261781,0.409094,0.992247
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/318637_covariance.mat,0.452839,0.589981,0.504636
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/529549_covariance.mat,0.292893,-0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/211114_covariance.mat,0.209046,0.572582,0.966280
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/210112_covariance.mat,0.239672,0.441238,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/186141_covariance.mat,0.301940,0.390029,0.934591
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/189349_covariance.mat,0.740989,0.366297,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/193845_covariance.mat,0.433129,0.640448,0.482197
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/192136_covariance.mat,0.325035,0.686747,0.663014
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/192035_covariance.mat,0.090607,0.809160,0.999640
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/186444_covariance.mat,0.200871,0.531394,0.999250
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/189450_covariance.mat,0.241606,0.401766,0.999990
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/186040_covariance.mat,0.430872,0.804868,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/196346_covariance.mat,0.480270,0.358895,0.667154
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/194645_covariance.mat,0.416161,0.295122,0.795364
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/195041_covariance.mat,0.146627,0.677572,0.999789
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/192641_covariance.mat,0.293001,0.000000,0.999848
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/188145_covariance.mat,0.690930,0.437091,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/194746_covariance.mat,0.331205,0.483534,0.824939
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/187143_covariance.mat,0.240477,0.422151,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/185846_covariance.mat,0.292893,-0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/191033_covariance.mat,0.241587,0.420471,0.994347
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/308331_covariance.mat,0.283957,0.251070,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/159744_covariance.mat,0.208418,0.515218,0.999598
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/159441_covariance.mat,0.292893,0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/159340_covariance.mat,0.532235,0.607583,0.262197
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/161630_covariance.mat,0.206283,0.583810,0.963976
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/160830_covariance.mat,0.292893,0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/314225_covariance.mat,0.226188,0.475697,0.999985
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/310621_covariance.mat,0.637197,0.513081,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/309636_covariance.mat,0.111853,0.767997,0.993903
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/311320_covariance.mat,0.251377,0.446701,0.978530
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/303119_covariance.mat,0.684876,0.445653,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/208327_covariance.mat,0.416843,0.737716,0.368723
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/203418_covariance.mat,0.771452,0.323215,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/204016_covariance.mat,0.133833,0.708223,0.999569
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/207426_covariance.mat,0.292893,-0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/204420_covariance.mat,0.188665,0.569188,0.999896
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/206323_covariance.mat,0.337362,0.517609,0.786906
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/206727_covariance.mat,1.000000,-0.000000,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/200917_covariance.mat,0.756724,0.344044,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/208125_covariance.mat,0.237700,0.435142,0.998185
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/201515_covariance.mat,0.293250,-0.000000,0.999495
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/209329_covariance.mat,0.437857,0.794990,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/202113_covariance.mat,0.292893,-0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/201818_covariance.mat,0.167982,0.639665,0.991476
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/679568_covariance.mat,0.171371,0.755633,0.895720
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/680250_covariance.mat,0.292893,-0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/664757_covariance.mat,0.729559,0.382462,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/622236_covariance.mat,0.626338,0.528438,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/656253_covariance.mat,0.559595,0.622827,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/599671_covariance.mat,1.000000,-0.000000,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/618952_covariance.mat,0.247507,0.378546,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/894067_covariance.mat,0.789206,0.298108,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/919966_covariance.mat,0.483221,0.730837,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/872562_covariance.mat,0.096374,0.800680,0.996030
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/837560_covariance.mat,0.263139,0.342346,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/835657_covariance.mat,0.292893,0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/812746_covariance.mat,0.260470,0.327267,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/947668_covariance.mat,0.262092,0.369040,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/966975_covariance.mat,0.228162,0.457408,0.998003
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/955465_covariance.mat,0.548964,0.450958,0.460883
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/547046_covariance.mat,0.267668,0.331972,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/561444_covariance.mat,0.292893,0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/580751_covariance.mat,0.267764,0.288026,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/576255_covariance.mat,0.517117,0.648746,0.214528
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/571144_covariance.mat,0.806873,0.273123,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/592455_covariance.mat,0.121146,0.814265,0.939486
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/529953_covariance.mat,0.292893,0.000000,1.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/555651_covariance.mat,0.638352,0.511447,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/553344_covariance.mat,1.000000,-0.000000,0.000000
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/727553_covariance.mat,0.180757,0.585758,0.999990
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/725751_covariance.mat,0.292911,-0.000000,0.999975
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/729254_covariance.mat,0.333751,0.427665,0.844600
/home/gbz6qn/Documents/PhD/Spring26/network_science/network-science-final/mats/748662_covariance.mat,0.175096,0.636576,0.978644
